zone,mc_el_maximum_mean,mc_el_maximum_std
FR,688.0900146206837,420.196501584537
AT,69.13881027006317,17.129254657455704
BE,147.5351036063883,183.54448143251898
CZ,12.745296177272776,29.632963036773244
DE,72.72241166959235,20.444569465399
DK,69.96406308054196,18.288573917813654
ES,84.89497435789684,23.129444839393937
IT,83.09087006670379,16.764250749429145
NO,87.70693917001235,1.234995872456931e-11
PL,156.88968732999504,260.3295021735799
SE,86.02898881090562,12.756687227318512
UK,108.05976308021918,5.568689108712513
CH,23.942885568737022,0.7907623583351672
NL,80.77153300047003,15.657073683349026
