zone,mc_el_mean_mean,mc_el_mean_std
FR,135.94004282449276,78.717722761685
AT,35.0833301307017,8.345351763618181
BE,43.872619586856466,22.24954350835838
CZ,10.323499363982299,1.5480594645058658
DE,22.37022664889926,4.891276090209193
DK,33.35210075717492,6.596907325853061
ES,37.640738433497035,12.285780213406017
IT,65.65898701913947,24.52921019017565
PL,45.049627677753314,26.39456148844497
SE,35.51329274561431,4.917382582755183
UK,52.27618122128008,5.375118727455361
CH,16.252632696089567,1.8672343363721644
NO,7.861285286444547,0.8328677225437029
NL,48.4320156228323,10.981684323001359
