zone,mc_el_maximum_mean,mc_el_maximum_std
FR,727.4969632782166,406.2477184359095
AT,97.51258883395022,33.286897731029704
BE,163.43780782072497,195.72510848546403
CZ,25.29657501524151,101.20429240865936
DE,112.86511004863561,81.25547680752148
DK,98.88037276935614,37.89601061806663
ES,79.17740120439548,31.588250912093542
IT,83.18550075933908,16.250803393929075
NO,87.70693917001259,1.2591536732386722e-11
PL,983.7817446808451,120.85793707614106
SE,114.44031181235584,73.12197836908666
UK,124.48584689194327,93.42322917190776
CH,23.969902118792962,0.5747450763562504
NL,84.7726847686296,19.145988979855115
