zone,mc_el_maximum_mean,mc_el_maximum_std
FR,18.956878769837893,5.362147547345536
AT,22.797846889997246,2.75356600291498e-12
BE,18.735599661077277,5.157331191531144
CH,22.42722095123104,2.8962379519546677
CZ,17.69929279808395,3.329453054216868
DE,33.79116830618761,17.437350794089806
DK,19.506741964333948,4.941653728257942
ES,50.677740538313074,20.547396555956148
IT,71.87185181947578,29.1902987154541
PL,64.76673552387992,8.215551974548475
SE,18.413226882930683,0.5107651975819378
UK,87.53026540935048,15.032338535754928
NO,8.129799894723249,1.3683867079440013
NL,48.498302064124346,29.98533261645724
