zone,mc_el_mean_mean,mc_el_mean_std
FR,156.4097301040502,75.71354559388826
AT,35.18205864719452,8.740410509673525
BE,57.418939038497534,40.944357344443574
CZ,12.533086324851281,18.111261580999336
DE,23.194146761771172,5.591821967368844
DK,33.97285322819052,7.983146714075845
ES,37.26703664864393,12.340959656542342
IT,66.0247808849062,24.287754853395
PL,48.03431684526096,34.35908465552695
SE,41.837548146414456,10.626638655804594
UK,52.269911114362756,5.389173481596662
CH,16.124110048705543,1.8205015551968742
NO,7.8044888919369395,0.6768244071262203
NL,48.94508771542651,8.95404755461729
