zone,mc_el_maximum_mean,mc_el_maximum_std
FR,733.9765332384011,405.1952366159504
AT,107.76520346832254,35.30415985320484
BE,187.82552049263245,234.15313862557068
CZ,47.75513471318808,184.9276002044338
DE,141.64004399972166,148.42604938684795
DK,104.61192250768406,44.13220193400068
ES,83.2480572438426,28.25431514060662
IT,83.21012063350531,16.525030224092802
NO,87.70693917001248,1.2477853563216676e-11
PL,979.6705400879825,135.07147634952736
SE,110.90904609174213,99.26209643009352
UK,167.13461398044382,206.47791107116333
CH,23.942885568737022,0.7907623583351672
NL,84.4141636641841,28.801673950033294
