zone,max_import_ntc,avg_import,max_export_ntc,avg_export,utilisation_in,utilisation_out
AT,5788.0,253.47541051218067,6004.0,-3727.025002588095,0.04379326373741892,0.6207569957675042
BE,5360.0,2196.831669622269,4960.0,-1324.335830091117,0.4098566547802741,0.26700319155062846
CH,7168.0,2172.759393351256,9072.0,-3031.9511269826103,0.30311933500994087,0.3342097803111343
CZ,2560.0,1377.3275518697442,2800.0,-446.25688272686864,0.5380185749491189,0.1593774581167388
DE,20824.0,7225.47655129274,17412.0,-6858.066000569168,0.3469783207497474,0.3938700896260721
DK,5456.0,1599.3777492624374,6036.0,-2873.587923320394,0.29314108307595993,0.47607487132544635
ES,2240.0,0.5638553859115243,2080.0,-2044.4495819607082,0.0002517211544247876,0.9829084528657251
FR,9848.0,8909.29552441548,13960.0,-302.9675124984473,0.904680699067372,0.021702543875246942
IT,7236.0,471.18168479694657,3564.0,-3096.929341653794,0.06511631907088813,0.8689476267266537
NL,7240.0,1233.1391113693257,6440.0,-4465.770372013173,0.1703230816808461,0.6934426043498716
NO,6188.0,1835.5474257119863,5948.0,-3624.6556073793554,0.29663015929411546,0.6093906535607524
PL,1360.0,1181.4648357999367,3120.0,-0.6587373594655253,0.8687241439705418,0.00021113376905946323
SE,5880.0,4985.013715991081,5752.0,-539.373320482867,0.8477914482978028,0.09377143958325226
UK,3200.0,938.9271606336544,3200.0,-2044.3544003888846,0.29341473769801696,0.6388607501215264
