zone,mc_el_maximum_mean,mc_el_maximum_std
FR,714.5001982810318,411.4796625361967
AT,69.12323654335219,17.13396791522345
BE,177.66649664836322,232.90355318533747
CZ,27.818872638156815,116.16591963361255
DE,74.4662340088238,21.765560724984475
DK,70.24190221927383,19.85145169162653
ES,84.08526858311932,23.67699415717656
IT,82.78670038997386,17.15595288175614
PL,161.2573909533369,267.24314406189205
SE,88.19692674941825,25.24330245520027
UK,107.97397185001365,4.774587069177164
CH,23.94204139822758,0.7965536407730223
NO,58.14570301058015,38.444148870876106
NL,80.85280666726771,14.677764536289539
