zone,mc_el_maximum_mean,mc_el_maximum_std
FR,760.521914456724,392.6670506395265
AT,104.54588062046041,33.47391310909394
BE,209.4937188177152,263.50180550706716
CZ,57.42969686792408,200.94529499949388
DE,143.98655065351724,158.9745110158721
DK,104.9382565361651,48.857069780116305
ES,82.3278865935468,28.988532176543032
IT,83.37509342037826,15.98700301783457
NO,87.70693917001253,1.2534694429900707e-11
PL,983.5891673002641,121.45484013558989
SE,135.26513178052062,116.42169451535212
UK,159.99297890770418,193.62488300657057
CH,23.944723605649347,0.7779991807552753
NL,85.21966799139842,29.38401137732402
