zone,mc_el_mean_mean,mc_el_mean_std
FR,178.74410082129975,89.59499959388826
AT,63.28756603744965,20.34865271025643
BE,61.55157889504314,40.250715093557645
CZ,16.73946802374248,37.04261831677438
DE,49.914567294819584,22.188582995217978
DK,47.6673121589407,17.17982489472163
ES,33.36612579518055,9.401641537257394
IT,67.71369129586725,23.886340768351793
NO,45.99258260562306,6.314588579100716
PL,305.4051573313886,63.02876702540398
SE,35.16094421999,18.38162247736689
UK,56.23357972315496,35.20921554192928
CH,16.039686812574992,1.964883218742616
NL,45.75244588373862,11.425865983563636
