zone,mc_el_mean_mean,mc_el_mean_std
FR,159.99257454290654,75.96277352639049
AT,36.86469762151272,8.88964059535642
BE,58.36263585750853,43.82100389128298
CZ,13.45990088339806,27.718057103081748
DE,24.819520792622004,6.555633901180113
DK,35.40666877434957,8.141330404850258
ES,40.40625873586871,11.217894660174244
IT,67.225986318384,24.114798570002275
NO,43.93866315175884,9.449287061976248
PL,57.46252876944333,51.152123364636196
SE,36.80573510801788,6.5782291156508
UK,52.28419401183309,5.371142588116592
CH,15.855154805835442,1.913217620627701
NL,49.76563838357346,9.585521720464405
