zone,mc_el_maximum_mean,mc_el_maximum_std
FR,30.831586689457794,21.500062282700892
AT,22.797846889997043,2.956028990920622e-12
BE,19.66460194236643,9.134749080718514
CH,23.862931034547884,0.901402880210785
CZ,18.501779199893026,0.5124576249132056
DE,53.284157177032704,11.876054005820855
DK,22.783952448175953,0.7921946911611631
ES,63.933103886567366,20.26072956360503
IT,78.6218317317161,23.67957976918817
PL,67.93335332616311,4.404882212190652
SE,18.465186377424224,0.19560989504665996
UK,87.34281169756959,17.636517869406916
NO,8.092970701709206,1.307798804064881
NL,49.223059489852034,30.723162309612476
