zone,mc_el_maximum_mean,mc_el_maximum_std
FR,723.7681482530887,408.07157790983433
AT,69.28468605744222,16.943729302667233
BE,187.22497413308827,247.41631593863096
CZ,31.53060826855614,138.33995321661084
DE,74.84395415009571,21.697875248447442
DK,70.65879032504138,19.866172474723683
ES,84.68268638276467,23.156776379740787
IT,82.96325962739753,17.03162506411382
NO,84.0084896080862,16.764913263692016
PL,171.08758744720996,280.579633075497
SE,89.1546754200649,33.652133701670984
UK,107.98621998994517,5.1576853601974095
CH,23.956537952742533,0.690237835012334
NL,81.04750316596662,14.20067481113334
