zone,mc_el_mean_mean,mc_el_mean_std
FR,161.89800958604803,75.27645709727025
AT,36.02980960613093,9.27975324603303
BE,58.5694602845802,44.348822233121915
CZ,9.479399514036615,0.6246454194306655
DE,26.08219664357574,5.819387717322366
DK,33.579642451762716,6.828482395525051
ES,41.98419100077216,10.212988704211325
IT,66.57678433029548,24.64108762393589
PL,37.31123808907684,5.669905980641324
SE,24.938389277832528,4.596118202298905
UK,52.29183370992466,5.329104004784921
CH,15.229754675023512,1.467876690642048
NO,7.808293429917258,0.6731451861984139
NL,44.44945473703825,10.142738574623007
