zone,mc_el_maximum_mean,mc_el_maximum_std
FR,759.0358636642604,391.0606721980997
AT,88.41719888013031,39.62386114830493
BE,198.89647354121212,255.1801134836897
CZ,40.78494106551534,158.84629281545992
DE,125.98868840287352,116.76513205447138
DK,101.92399902890239,42.39820340108628
ES,78.94259399659643,31.741445379950605
IT,82.80482228790031,16.98149371884143
NO,87.70693917001259,1.2591536732386722e-11
PL,986.1795658291225,111.75352061994317
SE,139.41473504666578,107.46633803150567
UK,125.23356603468326,99.2426554841677
CH,23.98299017691201,0.43233064300167745
NL,85.66781155107684,17.24387482218147
