from_zone,to_zone,ntc_max,avg_sum_year,utilisation_percent,utilisation_equal100,utilisation_bigger90
BE,AT,0.0,0.0,0.0,0.0,0.0
CH,AT,1440.0,3.314765982113409,0.0023019208209120894,0.0010273972602739725,0.0010273972602739725
CZ,AT,960.0,12.51890496340216,0.013040526003543917,0.005936073059360731,0.0069634703196347035
DE,AT,6000.0,81.85162734909505,0.013641937891515842,0.0005707762557077625,0.0014840182648401827
DK,AT,0.0,0.0,0.0,0.0,0.0
ES,AT,0.0,0.0,0.0,0.0,0.0
FR,AT,0.0,0.0,0.0,0.0,0.0
IT,AT,282.0,215.99605230340302,0.7659434478844078,0.7651826484018265,0.765296803652968
NL,AT,0.0,0.0,0.0,0.0,0.0
NO,AT,0.0,0.0,0.0,0.0,0.0
PL,AT,0.0,0.0,0.0,0.0,0.0
SE,AT,0.0,0.0,0.0,0.0,0.0
UK,AT,0.0,0.0,0.0,0.0,0.0
AT,BE,0.0,0.0,0.0,0.0,0.0
CH,BE,0.0,0.0,0.0,0.0,0.0
CZ,BE,0.0,0.0,0.0,0.0,0.0
DE,BE,1200.0,838.1078013372888,0.698423167781074,0.6110730593607306,0.6276255707762557
DK,BE,0.0,0.0,0.0,0.0,0.0
ES,BE,0.0,0.0,0.0,0.0,0.0
FR,BE,3960.0,132.33936593122573,0.033419031800814576,0.008675799086757991,0.011872146118721462
IT,BE,0.0,0.0,0.0,0.0,0.0
NL,BE,1680.0,1266.770813904773,0.7540302463718886,0.6915525114155251,0.7068493150684931
NO,BE,0.0,0.0,0.0,0.0,0.0
PL,BE,0.0,0.0,0.0,0.0,0.0
SE,BE,0.0,0.0,0.0,0.0,0.0
UK,BE,1200.0,718.4026017088177,0.598668834757348,0.564041095890411,0.5718036529680365
AT,CH,1440.0,488.35720215280173,0.33913694593944566,0.27659817351598176,0.2889269406392694
BE,CH,0.0,0.0,0.0,0.0,0.0
CZ,CH,0.0,0.0,0.0,0.0,0.0
DE,CH,3240.0,608.7260643815864,0.1878784149325884,0.12853881278538812,0.13538812785388127
DK,CH,0.0,0.0,0.0,0.0,0.0
ES,CH,0.0,0.0,0.0,0.0,0.0
FR,CH,3780.0,5.836862472306555,0.0015441435111922103,0.0,0.00022831050228310502
IT,CH,2292.0,1798.377041311405,0.7846322169770528,0.7726027397260274,0.7740867579908676
NL,CH,0.0,0.0,0.0,0.0,0.0
NO,CH,0.0,0.0,0.0,0.0,0.0
PL,CH,0.0,0.0,0.0,0.0,0.0
SE,CH,0.0,0.0,0.0,0.0,0.0
UK,CH,0.0,0.0,0.0,0.0,0.0
AT,CZ,1080.0,841.3055748411379,0.778986643371424,0.6941780821917808,0.7139269406392694
BE,CZ,0.0,0.0,0.0,0.0,0.0
CH,CZ,0.0,0.0,0.0,0.0,0.0
DE,CZ,1800.0,939.279567391662,0.5218219818842567,0.23436073059360732,0.2930365296803653
DK,CZ,0.0,0.0,0.0,0.0,0.0
ES,CZ,0.0,0.0,0.0,0.0,0.0
FR,CZ,0.0,0.0,0.0,0.0,0.0
IT,CZ,0.0,0.0,0.0,0.0,0.0
NL,CZ,0.0,0.0,0.0,0.0,0.0
NO,CZ,0.0,0.0,0.0,0.0,0.0
PL,CZ,960.0,0.0,0.0,0.0,0.0
SE,CZ,0.0,0.0,0.0,0.0,0.0
UK,CZ,0.0,0.0,0.0,0.0,0.0
AT,DE,6000.0,2756.135284104804,0.459355880684134,0.2802511415525114,0.2982876712328767
BE,DE,1200.0,71.25633450648824,0.05938027875540687,0.033904109589041095,0.0386986301369863
CH,DE,5520.0,1903.3015290918727,0.3448010016470784,0.2747716894977169,0.2834474885844749
CZ,DE,2520.0,72.14310968366834,0.028628218128439818,0.007077625570776256,0.008904109589041096
DK,DE,3318.0,349.56423837953196,0.10535389945133573,0.03995433789954338,0.05136986301369863
ES,DE,0.0,0.0,0.0,0.0,0.0
FR,DE,2160.0,7.280863790824289,0.0033707702735297634,0.002397260273972603,0.002511415525114155
IT,DE,0.0,0.0,0.0,0.0,0.0
NL,DE,5100.0,2525.0576997033477,0.49510935288300933,0.2602739726027397,0.3226027397260274
NO,DE,1680.0,446.92007333898727,0.2660238531779686,0.2574200913242009,0.2591324200913242
PL,DE,3000.0,0.0,0.0,0.0,0.0
SE,DE,738.0,66.54945706624132,0.09017541607891777,0.07865296803652969,0.08139269406392693
UK,DE,0.0,0.0,0.0,0.0,0.0
AT,DK,0.0,0.0,0.0,0.0,0.0
BE,DK,0.0,0.0,0.0,0.0,0.0
CH,DK,0.0,0.0,0.0,0.0,0.0
CZ,DK,0.0,0.0,0.0,0.0,0.0
DE,DK,3000.0,1267.305019851397,0.42243500661713235,0.22922374429223744,0.2636986301369863
ES,DK,0.0,0.0,0.0,0.0,0.0
FR,DK,0.0,0.0,0.0,0.0,0.0
IT,DK,0.0,0.0,0.0,0.0,0.0
NL,DK,840.0,480.2279441166044,0.5716999334721481,0.5174657534246575,0.528310502283105
NO,DK,1968.0,526.7654678214479,0.26766537999057316,0.21495433789954338,0.2254566210045662
PL,DK,0.0,0.0,0.0,0.0,0.0
SE,DK,2376.0,62.54005506792983,0.026321571998286965,0.006392694063926941,0.008561643835616438
UK,DK,0.0,0.0,0.0,0.0,0.0
AT,ES,0.0,0.0,0.0,0.0,0.0
BE,ES,0.0,0.0,0.0,0.0,0.0
CH,ES,0.0,0.0,0.0,0.0,0.0
CZ,ES,0.0,0.0,0.0,0.0,0.0
DE,ES,0.0,0.0,0.0,0.0,0.0
DK,ES,0.0,0.0,0.0,0.0,0.0
FR,ES,3360.0,1.0939799846232874,0.00032558928113788314,0.00011415525114155251,0.00011415525114155251
IT,ES,0.0,0.0,0.0,0.0,0.0
NL,ES,0.0,0.0,0.0,0.0,0.0
NO,ES,0.0,0.0,0.0,0.0,0.0
PL,ES,0.0,0.0,0.0,0.0,0.0
SE,ES,0.0,0.0,0.0,0.0,0.0
UK,ES,0.0,0.0,0.0,0.0,0.0
AT,FR,0.0,0.0,0.0,0.0,0.0
BE,FR,2160.0,1495.5849556213175,0.6924004424172766,0.5832191780821918,0.6100456621004566
CH,FR,1560.0,1444.673434317339,0.9260727143059865,0.9107305936073059,0.9141552511415525
CZ,FR,0.0,0.0,0.0,0.0,0.0
