zone,mc_el_maximum_mean,mc_el_maximum_std
FR,20.078521352801502,6.170325838208161
AT,22.797846889997228,2.7713264356862167e-12
BE,18.38615207616671,2.209422396400666
CH,22.548684496924785,2.8501181418300527
CZ,17.819328404143757,3.071802166104212
DE,34.04025477915542,17.49213784360063
DK,21.222108649870254,3.8019982791958022
ES,48.99198888847074,19.58984798660419
IT,68.18124547707538,31.443899412662905
PL,64.14821552218963,8.629795297232326
SE,18.394786768038102,0.6468097348621452
UK,84.80558224975407,16.489011282798064
NO,8.187588808053034,1.4441717262840215
NL,33.57599803298862,30.15245560539816
