zone,mc_el_mean_mean,mc_el_mean_std
FR,164.26285019679253,91.79322200057892
AT,47.24205568844131,15.872023918073507
BE,52.32136575359059,25.759613886410197
CZ,11.549526035703026,12.737671508619092
DE,41.40457478194639,14.523635256429317
DK,41.77253055334637,12.265649758226575
ES,31.498509499779203,9.809053238869149
IT,66.76814457570028,23.653748030339187
NO,46.35908980271325,7.671851455079099
PL,305.26175523468027,62.27282244620779
SE,30.105308928865217,7.151696471322444
UK,47.466686407265605,13.297156379910197
CH,16.343143791230133,1.8371138174908839
NL,43.21475667319647,8.47787384374138
