zone,mc_el_maximum_mean,mc_el_maximum_std
FR,678.6752690991899,422.3187247339459
AT,97.31984597721859,33.45927710363594
BE,143.746659069778,146.2258401329524
CZ,20.35621186213791,75.22213800123043
DE,109.90512843290247,62.542745797036204
DK,96.64123987356992,35.7967682781046
ES,79.21432785475454,31.556032076738564
IT,83.32417738519922,15.919625311299583
NO,87.70693917001256,1.2563115703271307e-11
PL,980.9731711616455,130.63029210409672
SE,91.76965627162863,39.9082280458694
UK,123.98695949851852,87.73451364902546
CH,23.95806983723743,0.678010387809028
NL,83.94460296905437,18.007980084145313
