zone,mc_el_mean_mean,mc_el_mean_std
FR,182.4146885557777,85.82769228055062
AT,41.10136022051959,14.289599849577684
BE,60.457130291232104,42.04704654085346
CZ,14.965425024368535,26.75218009144605
DE,42.52669015846682,17.924562329769497
DK,43.69066904898877,14.653541202208658
ES,31.421171140835032,9.871971138739527
IT,66.52305837610258,24.04158940606732
NO,45.8330387937042,5.570049700586612
PL,307.32303958838787,59.3493096986849
SE,43.50069530434858,19.034202783149045
UK,47.60125587596958,14.802189036284265
CH,16.03506217403844,1.8238845841347033
NL,44.78467798080759,6.980649103740394
