zone,mc_el_mean_mean,mc_el_mean_std
FR,162.5472739425412,72.42202168933923
AT,33.33964551745974,7.7264629984173006
BE,63.596893696357235,48.17163261946212
CZ,11.075740614011185,12.25835159963078
DE,25.549688376689378,5.904615978169507
DK,32.602311520756665,6.94262674535987
ES,40.18102691481916,9.950742818216137
IT,63.79521495382557,24.589893290022424
PL,37.41891522379653,5.531408247607672
SE,35.158981934117364,15.052920965653112
UK,52.20950731100355,5.425549857938042
CH,15.480018538940444,1.4441352204278137
NO,7.808284438472309,0.6924382330622177
NL,46.00503214457391,9.30459433713969
