zone,max_import_ntc,avg_import,max_export_ntc,avg_export,utilisation_in,utilisation_out
AT,8682.0,1796.8680718487105,9006.0,-903.0753141605072,0.20696476294041816,0.10027485167227485
BE,8040.0,3995.5680070754242,7440.0,-2657.9300183516048,0.4969611949098786,0.35724865838059205
CH,10752.0,3653.839795511495,13608.0,-6495.042225275153,0.3398288500289709,0.4772958719338002
CZ,3840.0,334.86810426387626,4200.0,-1128.8068554483393,0.08720523548538445,0.26876353701150935
DE,31236.0,6301.684895430488,26118.0,-8436.816660534567,0.20174429809932412,0.3230269033055581
DK,8184.0,2782.3895694367384,9054.0,-2489.8712763430303,0.33997917515111664,0.2750023499384836
ES,3360.0,2888.7331155075485,3120.0,-69.79424832684815,0.8597419986629609,0.022369951386810305
FR,14772.0,417.9940240466042,20940.0,-18304.05812819292,0.028296373141524788,0.874119299340636
IT,10854.0,10811.72321162571,5346.0,-1.0427584456889605,0.9961049577690906,0.00019505395542255153
NL,10860.0,6731.159582154416,9660.0,-1395.70815666717,0.6198121162204803,0.14448324603179813
NO,9282.0,1973.221727099065,8922.0,-2613.6468459292632,0.212585835714185,0.29294405356750314
PL,2040.0,1336.9316809758182,4680.0,-1345.6323751075915,0.6553586671450089,0.2875282852793999
SE,8820.0,1096.8926128453236,8628.0,-3037.4787961171533,0.12436424181919768,0.35204900279521945
UK,4800.0,4760.29539689084,4800.0,-3.2661358122217115,0.9917282076855916,0.0006804449608795232
