zone,mc_el_maximum_mean,mc_el_maximum_std
FR,649.8321270670175,428.39788179504563
AT,65.20906792155755,20.851734916425997
BE,138.3970750195487,165.02872235923627
CZ,13.680405337597653,3.6228816603942136
DE,66.57650125781765,17.48415220895084
DK,66.5300697412132,18.502312188013605
ES,83.86060398561666,18.492010578346214
IT,81.68529646328025,19.071629966162977
PL,66.28268411831712,6.902827343315162
SE,68.4392974763902,8.990012769855584
UK,107.99470305506847,4.711599429593073
CH,23.947670060174357,0.7570816270582165
NO,8.250089556312503,1.781320941501077
NL,72.79162917596051,15.941353407223893
