zone,max_import_ntc,avg_import,max_export_ntc,avg_export,utilisation_in,utilisation_out
AT,8682.0,317.82235571305455,9006.0,-4287.238434201208,0.03660704396602794,0.47604246437943687
BE,8040.0,3031.1712092157472,7440.0,-2089.673445625009,0.3770113444298193,0.280870086777555
CH,10752.0,2823.636395230692,13608.0,-3648.6307572915716,0.2626149921159498,0.2681239533576993
CZ,3840.0,1755.4998168686002,4200.0,-782.5852858537132,0.45716141064286464,0.1863298299651698
DE,31236.0,8114.964629221027,26118.0,-9418.615692639734,0.25979525640994455,0.3606177997028767
DK,8184.0,2211.0024248108753,9054.0,-3512.8027125303715,0.2701615866093445,0.387983511434766
ES,3360.0,1.3726276914058568,3120.0,-3025.234653904592,0.0004085201462517431,0.9696264916360872
FR,14772.0,13022.686134093248,20940.0,-585.717214172836,0.8815790775855163,0.027971213666324542
IT,10854.0,537.0704772144584,5346.0,-4578.565090356268,0.049481341184306096,0.8564468930707573
NL,10860.0,2007.5419923070128,9660.0,-5423.207780594823,0.18485653704484464,0.5614086729394226
NO,9282.0,2405.4509916465236,8922.0,-4188.9944221469095,0.2591522292228532,0.4695129368019401
PL,2040.0,1983.9866300225785,4680.0,-1.6043250920952055,0.9725424656973424,0.00034280450685794986
SE,8820.0,6131.2885107785205,8628.0,-940.1048287421512,0.6951574275259094,0.1089597622556967
UK,4800.0,1189.1716759105816,4800.0,-3049.691227573045,0.24774409914803783,0.6353523390777177
