zone,mc_el_maximum_mean,mc_el_maximum_std
FR,650.4571930435541,428.2705792237145
AT,68.58240214493816,17.74570338565554
BE,137.2053470366994,160.49336829573141
CZ,13.826910708350253,3.7201360707087603
DE,70.56131046597284,19.874072287244132
DK,68.95351156374377,18.17220526401641
ES,83.62745744439364,24.303964415981216
IT,82.9318169759892,16.788491339356604
NO,58.6337299189032,38.29493320041461
PL,142.22733173862412,237.3983491042831
SE,85.33016630381177,12.152520314373971
UK,107.93941984158899,4.877563477534072
CH,23.949005635436574,0.7474035638051262
NL,80.33474077684014,16.270742542216993
