zone,max_import_ntc,avg_import,max_export_ntc,avg_export,utilisation_in,utilisation_out
AT,5788.0,1866.7694903194629,6004.0,-944.5154697210562,0.322524099916977,0.15731436870770424
BE,5360.0,3171.4083501403006,4960.0,-1957.4520794584553,0.5916806623396084,0.39464759666501115
CH,7168.0,2581.5483307090685,9072.0,-5410.314968204318,0.3601490416725821,0.5963751067244618
CZ,2560.0,233.79453987823933,2800.0,-999.0011301626452,0.09132599213993724,0.3567861179152304
DE,20824.0,5501.6735717561105,17412.0,-6395.534456641244,0.26419869245851474,0.3673061369538964
DK,5456.0,1728.436779717216,6036.0,-1432.9521017866925,0.31679559745550145,0.23740094463000208
ES,2240.0,2108.4773940865416,2080.0,-2.528575709826485,0.9412845509314918,0.001215661398955041
FR,9848.0,188.28278413199817,13960.0,-13271.778940068365,0.01911888547237999,0.9507004971395677
IT,7236.0,7219.708944066933,3564.0,-1.495173296390671,0.9977486102911738,0.0004195211269334094
NL,7240.0,5532.9296278354905,6440.0,-820.4386932730444,0.7642167994247915,0.12739731262003795
NO,6188.0,1129.8879786610632,5948.0,-1770.3216877537793,0.1825934031449682,0.29763310150534283
PL,1360.0,1115.8482369815204,3120.0,-627.885836953362,0.8204766448393532,0.20124546056197498
SE,5880.0,403.2945263218181,5752.0,-2307.5270776677835,0.06858750447649968,0.4011695197614366
UK,3200.0,3166.8968147713485,3200.0,-7.211178680149789,0.9896552546160464,0.002253493337546809
