zone,mc_el_mean_mean,mc_el_mean_std
FR,194.54571017701417,81.89483919603829
AT,46.52436169555113,11.718405759162726
BE,76.29438108237521,55.414125055262964
CZ,38.88655445809684,80.03633285119191
DE,52.20119381787094,28.840171920610572
DK,51.08499873772135,22.93988387201345
ES,33.387677481787144,9.42852340478597
IT,67.6356586264829,23.776402853120143
NO,45.80406875111826,5.424989731700249
PL,307.8553162869826,58.30671998834248
SE,47.26876859099214,28.604052906204018
UK,57.4224013304392,37.75725862739465
CH,15.844705315167744,1.868670474226844
NL,46.93410372650696,13.23494945303711
