zone,max_import_ntc,avg_import,max_export_ntc,avg_export,utilisation_in,utilisation_out
AT,5788.0,817.2085175777709,6004.0,-1759.2986224879717,0.14119013779850914,0.2930210896882031
BE,5360.0,2512.167203793017,4960.0,-2655.364174486522,0.46868791115541364,0.5353556803400247
CH,7168.0,2422.957608862013,9072.0,-6175.58852377002,0.3380242199863299,0.680730657382057
CZ,2560.0,232.29109673395445,2800.0,-1238.6170298252935,0.09073870966170096,0.4423632249376048
DE,20824.0,8096.784049307996,17412.0,-5943.678830339914,0.3888198256486744,0.3413553199138476
DK,5456.0,2463.8343996010476,6036.0,-2500.719312712102,0.4515825512465263,0.4143007476328863
ES,2240.0,1617.522561506065,2080.0,-378.4960143386273,0.7221082863866362,0.18196923766280157
FR,9848.0,831.8423986915378,13960.0,-11535.827475400314,0.0844681558378897,0.8263486730229451
IT,7236.0,6868.453969887963,3564.0,-54.66897040003773,0.9492059107086737,0.015339217283961204
NL,7240.0,6176.800856138878,6440.0,-804.1201863976368,0.8531492895219445,0.1248633829809995
NO,6188.0,1093.8836331480522,5948.0,-2433.611391785564,0.17677498919651782,0.40914784663509823
PL,1360.0,1353.043323032882,3120.0,-9.450186612118632,0.9948847963477073,0.0030289059654226382
SE,5880.0,443.2040841689906,5752.0,-2622.834395395583,0.07537484424642697,0.4559865082398441
UK,3200.0,3185.030933618712,3200.0,-2.7495221171736657,0.9953221667558475,0.0008592256616167705
