zone,mc_el_mean_mean,mc_el_mean_std
FR,148.42015219792967,77.7265376465605
AT,35.02732329787336,8.669498579312853
BE,48.70706142133155,31.225513587300117
CZ,10.430222346818404,2.4658175371438698
DE,22.45454874912201,5.067747984563737
DK,33.262208503545004,6.768497121697844
ES,37.44638809068279,12.317629129556298
IT,65.83281404620291,24.352132476389492
PL,46.924172696397555,31.014202551782496
SE,36.02822439306011,4.082784099629962
UK,52.29146367343605,5.343952088440922
CH,16.266151866009047,1.872123062137288
NO,7.8216318093000865,0.7224380108839557
NL,48.523090519924814,10.179905437353451
