zone,mc_el_mean_mean,mc_el_mean_std
FR,16.233612911033667,3.140178801448878
AT,19.787061669226084,3.8275769017466175
BE,14.593349086142046,3.180610484010264
CH,16.667724932305024,1.455341485063183
CZ,12.562038446438983,0.7233321996035016
DE,20.11419661487807,3.132272475504965
DK,17.499383937577843,1.0340254183890059
ES,29.139510315818306,6.612306120447928
IT,69.96008209503573,22.77358574167195
PL,38.46524863041829,6.082664364595644
SE,11.724401514440592,0.600728636485077
UK,36.32604863963293,6.794930829867414
NO,7.905044767449675,0.728771970302789
NL,32.532086300000685,16.06139635061571
