from,to,constrained_maximum_mean
AT,CH,0.504337899543379
AT,CZ,0.473972602739726
AT,DE,0.09931506849315068
AT,IT,0.6581050228310502
BE,DE,0.8665525114155251
BE,FR,0.41358447488584477
BE,NL,0.4874429223744292
BE,UK,0.8945205479452055
CH,DE,0.6442922374429224
CH,FR,0.7391552511415526
CH,IT,0.7606164383561644
CZ,DE,0.2054794520547945
CZ,PL,0.8396118721461188
DE,DK,0.44417808219178084
DE,FR,0.9084474885844749
DE,NL,0.7335616438356164
DE,NO,0.8642694063926941
DE,PL,0.869406392694064
DE,SE,0.7904109589041096
DK,NL,0.8512557077625571
DK,NO,0.623972602739726
DK,SE,0.3938356164383562
ES,FR,0.8600456621004566
FR,IT,0.7585616438356164
FR,UK,0.914269406392694
NL,NO,0.9364155251141553
NL,UK,0.9353881278538813
NO,SE,0.5986301369863014
PL,SE,0.8511415525114155
