from,to,constrained_maximum_mean
AT,CH,0.3269406392694064
AT,CZ,0.3797945205479452
AT,DE,0.06312785388127853
AT,IT,0.6179223744292237
BE,DE,0.6861872146118722
BE,FR,0.41073059360730596
BE,NL,0.38835616438356163
BE,UK,0.8995433789954338
CH,DE,0.4480593607305936
CH,FR,0.5724885844748858
CH,IT,0.36883561643835616
CZ,DE,0.11164383561643836
CZ,PL,0.8343607305936073
DE,DK,0.2641552511415525
DE,FR,0.5300228310502283
DE,NL,0.5482876712328767
DE,NO,0.7505707762557078
DE,PL,0.7267123287671233
DE,SE,0.6828767123287671
DK,NL,0.3418949771689498
DK,NO,0.4208904109589041
DK,SE,0.4995433789954338
ES,FR,0.8600456621004566
FR,IT,0.621689497716895
FR,UK,0.9748858447488584
NL,NO,0.627283105022831
NL,UK,0.9228310502283105
NO,SE,0.5638127853881278
PL,SE,0.818607305936073
