zone,mc_el_maximum_mean,mc_el_maximum_std
FR,18.598861458857833,4.637611118149474
AT,22.797846889997267,2.732253432422623e-12
BE,19.332569884285313,8.428539883092128
CH,22.31996192388908,3.0130040680871413
CZ,17.45266616114996,3.637521234815185
DE,34.26955090049307,17.645659029926872
DK,19.24723750124088,5.487621153678851
ES,52.32397198097608,21.303025678262586
IT,75.09777160633055,26.591218278721556
PL,65.18675817948602,7.7571598892744955
SE,18.111841374178084,1.4255240727789757
UK,90.44474685934041,14.84905611789071
NO,8.084325310167397,1.2902392555039848
NL,65.55973630771518,20.787605175358184
