from,to,constrained_maximum_mean
AT,CH,0.20068493150684932
AT,CZ,0.1430365296803653
AT,DE,0.03002283105022831
AT,IT,0.9695205479452055
BE,DE,0.5286529680365297
BE,FR,0.6981735159817352
BE,NL,0.6899543378995434
BE,UK,0.9982876712328768
CH,DE,0.38059360730593605
CH,FR,0.7394977168949771
CH,IT,0.906392694063927
CZ,DE,0.0795662100456621
CZ,PL,0.9940639269406393
DE,DK,0.719634703196347
DE,FR,0.8539954337899544
DE,NL,0.7203196347031964
DE,NO,0.9751141552511415
DE,PL,0.9897260273972602
DE,SE,0.9664383561643836
DK,NL,0.9340182648401827
DK,NO,0.7342465753424657
DK,SE,0.5164383561643836
ES,FR,0.8621004566210045
FR,IT,0.9198630136986301
FR,UK,0.9997716894977169
NL,NO,0.8929223744292237
NL,UK,0.996689497716895
NO,SE,0.20901826484018265
PL,SE,0.9990867579908675
