from,to,constrained_maximum_mean
AT,CH,0.9624429223744292
AT,CZ,0.2805936073059361
AT,DE,0.040753424657534246
AT,IT,0.9742009132420091
BE,DE,0.9897260273972602
BE,FR,0.6358447488584474
BE,NL,0.8914383561643836
BE,UK,0.8615296803652968
CH,DE,0.9591324200913242
CH,FR,0.9585616438356165
CH,IT,0.7567351598173516
CZ,DE,0.3329908675799087
CZ,PL,0.9764840182648402
DE,DK,0.28664383561643836
DE,FR,0.979337899543379
DE,NL,0.8877853881278539
DE,NO,0.7961187214611872
DE,PL,0.9767123287671233
DE,SE,0.9908675799086758
DK,NL,0.7938356164383562
DK,NO,0.37568493150684934
DK,SE,0.9538812785388128
ES,FR,0.9794520547945206
FR,IT,0.9440639269406392
FR,UK,0.9785388127853881
NL,NO,0.70662100456621
NL,UK,0.9990867579908675
NO,SE,0.8228310502283105
PL,SE,0.9963470319634703
