zone,mc_el_mean_mean,mc_el_mean_std
FR,17.62799096671336,4.285563096471463
AT,19.835517927551955,3.8089380731652036
BE,14.13516307981662,2.2639626683697793
CH,16.728468671370155,1.4614009167472273
CZ,12.549548586172241,0.7114517244587877
DE,20.137525875910285,2.9362611518102404
DK,17.447393945070463,0.504688607359916
ES,28.60816004775301,6.665228110708085
IT,67.20254268775984,27.0179958449602
PL,38.4847531546556,6.012792596812695
SE,11.732734183586686,0.6021067208348447
UK,35.24574719792426,7.130264236926805
NO,7.812149730585804,0.6969248910377289
NL,29.268251217835527,16.092977876327105
