from,to,constrained_maximum_mean
AT,CH,0.3415525114155251
AT,CZ,0.18139269406392694
AT,DE,0.05182648401826484
AT,IT,0.9501141552511415
BE,DE,0.6438356164383562
BE,FR,0.6746575342465754
BE,NL,0.6591324200913242
BE,UK,0.9946347031963471
CH,DE,0.5393835616438356
CH,FR,0.7332191780821918
CH,IT,0.8894977168949771
CZ,DE,0.12511415525114156
CZ,PL,0.9689497716894977
DE,DK,0.5948630136986301
DE,FR,0.8603881278538813
DE,NL,0.8527397260273972
DE,NO,0.9682648401826484
DE,PL,0.9563926940639269
DE,SE,0.9638127853881279
DK,NL,0.9582191780821918
DK,NO,0.8616438356164383
DK,SE,0.7479452054794521
ES,FR,0.8447488584474886
FR,IT,0.9005707762557078
FR,UK,0.9997716894977169
NL,NO,0.9300228310502283
NL,UK,0.984703196347032
NO,SE,0.29863013698630136
PL,SE,0.9985159817351598
