zone,mc_el_maximum_mean,mc_el_maximum_std
FR,95.2798351365796,156.34501407966934
AT,59.67372965981725,24.128782367005336
BE,65.92389556922181,35.85757335349096
CH,23.17718448353274,2.286723851863784
CZ,17.733922879367565,3.4790945978092944
DE,66.17931054578844,19.070669851652905
DK,64.74764287792041,20.780820794125297
ES,77.23674212365266,23.199272117600863
IT,78.81465676276018,22.75943229963036
PL,345.05369025217254,420.3866722217542
SE,65.32545374347242,15.16573808396456
UK,105.31642684373689,9.609683979278383
NO,8.104058862120318,1.3466119418010638
NL,79.83220775410429,14.991554619844285
