zone,max_import_ntc,avg_import,max_export_ntc,avg_export,utilisation_in,utilisation_out
AT,7235.0,906.9827565744404,7505.0,-2140.7670331371787,0.1253604362922516,0.2852454407910964
BE,6700.0,2921.065874367544,6200.0,-1679.8867954175944,0.43597998124888715,0.27094948313187006
CH,8960.0,3635.6098402979337,11340.0,-4470.154375050651,0.40576002681896584,0.3941935075000574
CZ,3200.0,1376.5021715790579,3500.0,-351.5899477133979,0.43015692861845556,0.10045427077525655
DE,26030.0,2372.824164679408,21765.0,-14436.25168125484,0.09115728638799109,0.6632782761890577
DK,6820.0,1610.992910616615,7545.0,-3367.712699998621,0.2362159692986239,0.44635025844912135
ES,2800.0,0.995624507419851,2600.0,-2516.4570868363867,0.00035558018122137534,0.9678681103216872
FR,12310.0,10946.307778997829,17450.0,-563.4696373416904,0.8892207781476709,0.032290523629896296
IT,9045.0,3723.9527825413716,4455.0,-2140.5539410250813,0.41171396158555795,0.480483488445585
NL,9050.0,5123.6509068329715,8050.0,-2350.725473714792,0.5661492714732566,0.29201558679686856
NO,7735.0,1936.4528734872567,7435.0,-3276.080164085974,0.2503494341935691,0.4406294773484834
PL,1700.0,319.39932491356274,3900.0,-2901.238010306733,0.1878819558315075,0.7439071821299316
SE,7350.0,6109.409033124309,7190.0,-201.13880794839753,0.8312121133502461,0.02797479943649479
UK,4000.0,1632.2921208426008,4000.0,-2220.412509530983,0.40807303021065017,0.5551031273827457
