zone,hour,value
PL,33,524.0818995179998
PL,34,1639.769630599998
PL,35,542.1598995179975
PL,36,1476.4362689180016
PL,37,772.4122689180003
PL,38,3036.6282689180007
PL,39,3075.1798995180015
PL,40,2357.7598995179997
PL,41,4007.5798995179994
PL,42,4080.866268918002
PL,43,1778.0798995179994
PL,44,2844.9598995180004
PL,45,1672.309899517999
PL,46,376.0819999999985
PL,55,458.23199999999997
PL,61,1666.7736306000024
PL,62,1282.4478995180016
PL,63,2539.4362689180016
PL,64,1940.3362689179994
PL,65,3107.059899517999
PL,66,3441.236268918001
PL,67,1424.2362689180009
PL,68,2506.9662689180004
PL,69,2098.0056305999988
PL,88,1585.029899518
PL,89,1755.3120000000017
PL,90,148.6598995180011
PL,91,2291.4362689180016
PL,92,1205.5798995179994
PL,103,2189.275630599999
PL,104,1608.5102689179985
PL,107,352.0279999999984
PL,109,1317.2176305999983
PL,110,3441.2436306
PL,111,3488.9158995180023
PL,112,3176.779899518
FR,113,673.2566692000019
PL,113,4958.059899517999
FR,114,5082.483669200003
PL,114,5975.025630599999
FR,115,5337.627669200003
PL,115,4890.886268917999
FR,116,1576.4316692000048
PL,116,1940.2098995180004
PL,117,2420.229899518001
PL,118,1133.529899518
PL,119,1023.4056306000002
FR,127,3510.5956691999963
FR,128,4698.146669200003
PL,136,3081.5056305999988
FR,137,3179.528669200001
PL,137,2355.7098995180004
FR,138,6806.616669200004
PL,138,1952.7256306
FR,139,6169.25066920001
PL,139,761.4798995180008
FR,140,1601.2616692000065
PL,140,2137.8298995179994
PL,142,1572.7756305999992
PL,150,3606.8756306000014
FR,151,3657.0616691999967
PL,151,4269.185899517999
FR,152,6122.189669200008
PL,152,5362.535630599998
FR,153,853.950669200005
PL,153,4553.5816306
PL,154,2463.0198995180017
PL,155,2275.278000000002
PL,156,4221.5496306000005
PL,157,4248.617899518
PL,158,6851.142
PL,159,6039.685899517999
PL,160,7358.679899518002
PL,161,8532.355630600001
FR,162,3562.5796692000076
PL,162,6955.109899518002
FR,163,3198.4016692000077
PL,163,6796.309899517999
PL,164,5574.875630600001
PL,165,4398.059899517999
PL,166,3981.0556306000017
PL,167,2545.3056306000017
PL,168,1485.7756305999992
PL,171,524.4056306000002
PL,173,1580.0256305999992
PL,174,4274.4756306
PL,175,6320.562000000002
PL,176,6164.079630599999
PL,177,4407.727899518
PL,178,4927.377630599998
PL,179,4875.793630599999
PL,180,3820.615899518003
PL,181,3900.3336306
PL,182,6175.589630600001
PL,183,6937.203630599999
PL,184,7004.079899517999
PL,185,8319.625630600001
FR,186,569.6666692000053
PL,186,7970.7256306
FR,187,235.18566920000558
PL,187,7808.625630600001
PL,188,5699.979899518001
PL,189,4076.6798995180015
PL,190,3551.6556306
PL,191,2206.9756306
PL,192,1791.0319999999992
PL,194,482.17563060000066
PL,197,1384.3056306000017
PL,198,4154.6556306
PL,199,4051.8256305999985
PL,200,6130.411630599998
PL,201,5564.521630599998
PL,202,4129.611899518002
PL,203,5901.492000000002
PL,204,5741.8876306
