from,to,constrained_maximum_mean
AT,CH,0.35
AT,CZ,0.42568493150684933
AT,DE,0.12168949771689498
AT,IT,0.6817351598173516
BE,DE,0.7964611872146119
BE,FR,0.5713470319634704
BE,NL,0.4417808219178082
BE,UK,0.9060502283105023
CH,DE,0.4449771689497717
CH,FR,0.5938356164383561
CH,IT,0.7344748858447488
CZ,DE,0.16986301369863013
CZ,PL,0.852283105022831
DE,DK,0.4240867579908676
DE,FR,0.7284246575342466
DE,NL,0.7450913242009133
DE,NO,0.9406392694063926
DE,PL,0.7702054794520548
DE,SE,0.7603881278538813
DK,NL,0.7058219178082191
DK,NO,0.6934931506849316
DK,SE,0.7312785388127854
ES,FR,0.8953196347031963
FR,IT,0.7071917808219178
FR,UK,0.991324200913242
NL,NO,0.9147260273972603
NL,UK,0.9466894977168949
NO,SE,0.6199771689497717
PL,SE,0.8592465753424657
