from,to,constrained_maximum_mean
AT,CH,0.9358447488584475
AT,CZ,0.1574200913242009
AT,DE,0.0073059360730593605
AT,IT,0.9591324200913242
BE,DE,0.9834474885844748
BE,FR,0.6674657534246575
BE,NL,0.8823059360730594
BE,UK,0.7452054794520548
CH,DE,0.9151826484018265
CH,FR,0.9288812785388127
CH,IT,0.620662100456621
CZ,DE,0.1095890410958904
CZ,PL,0.9730593607305936
DE,DK,0.2511415525114155
DE,FR,0.9631278538812785
DE,NL,0.7600456621004567
DE,NO,0.65
DE,PL,0.9537671232876712
DE,SE,0.9051369863013699
DK,NL,0.5422374429223744
DK,NO,0.2805936073059361
DK,SE,0.6019406392694064
ES,FR,0.9649543378995433
FR,IT,0.9095890410958904
FR,UK,0.9651826484018264
NL,NO,0.5853881278538813
NL,UK,0.9998858447488584
NO,SE,0.5468036529680366
PL,SE,0.9865296803652968
