from,to,constrained_maximum_mean
AT,CH,0.9591324200913242
AT,CZ,0.16015981735159818
AT,DE,0.008105022831050229
AT,IT,0.9744292237442922
BE,DE,0.9910958904109589
BE,FR,0.7383561643835617
BE,NL,0.9001141552511416
BE,UK,0.7269406392694064
CH,DE,0.9534246575342465
CH,FR,0.9465753424657535
CH,IT,0.6242009132420091
CZ,DE,0.10993150684931507
CZ,PL,0.9719178082191781
DE,DK,0.258675799086758
DE,FR,0.9779680365296803
DE,NL,0.7734018264840182
DE,NO,0.6025114155251141
DE,PL,0.9518264840182649
DE,SE,0.9254566210045662
DK,NL,0.5631278538812785
DK,NO,0.2743150684931507
DK,SE,0.6003424657534246
ES,FR,0.978310502283105
FR,IT,0.9220319634703197
FR,UK,0.9650684931506849
NL,NO,0.5764840182648402
NL,UK,1.0
NO,SE,0.544634703196347
PL,SE,0.9882420091324201
