zone,mc_el_mean_mean,mc_el_mean_std
FR,24.419173243031153,5.862506192488968
AT,34.45707638426632,8.224850124736296
BE,22.98782260117335,7.475684649371495
CH,16.26835561619565,1.4460964589214957
CZ,12.443031734275182,1.6287141279621393
DE,25.007491132755565,5.6820992522863225
DK,32.72019477767961,7.2846965932635
ES,34.806120795536685,9.512599338890018
IT,58.21301723017388,26.97259003778788
PL,39.121380483191295,6.083432230841301
SE,23.47975811759385,3.2610406793596693
UK,43.70718919614926,6.006354460795316
NO,8.021455740346557,1.24416636498802
NL,43.09629436007026,13.570531803633381
