from,to,constrained_maximum_mean
AT,CH,0.2557077625570776
AT,CZ,0.29577625570776256
AT,DE,0.026255707762557076
AT,IT,0.614041095890411
BE,DE,0.6573059360730593
BE,FR,0.28162100456621003
BE,NL,0.3670091324200913
BE,UK,0.8853881278538813
CH,DE,0.4321917808219178
CH,FR,0.48641552511415526
CH,IT,0.25251141552511414
CZ,DE,0.08013698630136987
CZ,PL,0.7888127853881278
DE,DK,0.25993150684931504
DE,FR,0.45136986301369864
DE,NL,0.42420091324200915
DE,NO,0.6551369863013699
DE,PL,0.6599315068493151
DE,SE,0.6719178082191781
DK,NL,0.2531963470319635
DK,NO,0.38904109589041097
DK,SE,0.3771689497716895
ES,FR,0.8347031963470319
FR,IT,0.5721461187214611
FR,UK,0.9429223744292238
NL,NO,0.5910958904109589
NL,UK,0.9124429223744293
NO,SE,0.4442922374429224
PL,SE,0.7644977168949771
