zone,mc_el_maximum_mean,mc_el_maximum_std
FR,118.2360643540824,208.87544114537286
AT,68.5181204598544,17.816008699970286
BE,72.77201765612939,53.95690574903895
CH,23.094255700712047,2.4256799816079537
CZ,17.610258788414615,3.565029411327609
DE,68.90936137535864,19.3804277896371
DK,67.1261576283402,20.302724594301708
ES,79.73169703613127,23.71222079919698
IT,81.14333369675289,19.836299569569707
PL,390.72329380870565,439.63126481655354
SE,65.79300730254295,15.525069177161654
UK,105.28581835031798,9.983495859411939
NO,8.111403641086277,1.3951642864329827
NL,80.36368857965707,13.980059153472702
