zone,mc_el_maximum_mean,mc_el_maximum_std
FR,692.3072945358546,419.17482615407346
AT,65.79028728403725,20.39026094241339
BE,147.07996524905388,183.52494011136827
CZ,11.8573654897672,1.0763604808597225
DE,67.58227916085946,16.57015409605392
DK,66.98586763603143,18.05597377755994
ES,84.78422290347824,18.578021786589137
IT,82.13688424244529,18.631602956104103
PL,66.34284744307668,6.842494842358266
SE,68.77041305726542,8.662102605160442
UK,108.07012868274656,5.541648747505791
CH,23.942885568737022,0.7907623583351672
NO,8.128458764343756,1.328300203573488
NL,73.2655527639146,15.504337218424462
