zone,mc_el_maximum_mean,mc_el_maximum_std
FR,57.6742758786212,63.69395192845862
AT,68.45010748412895,17.930397762345493
BE,72.66484901984572,64.61515784649515
CH,23.106943244139362,2.4192203135826196
CZ,27.088044582920162,98.72702501447807
DE,70.91724686461463,20.28073053125019
DK,68.41240120140536,20.295587426929362
ES,81.24628707502472,22.749212189001483
IT,79.8332198497622,22.298101919580095
PL,77.59403741028592,83.27505688320566
SE,77.39740619192895,19.40474243119253
UK,105.66662816898824,9.801003803436927
NO,8.09233196080839,1.297338528558395
NL,79.59622429331763,13.655735228614944
