zone,mc_el_maximum_mean,mc_el_maximum_std
FR,59.95667913883765,24.389836610954042
AT,68.16385503599064,18.19404705961024
BE,62.59332295728654,33.12762111610815
CH,23.07420744225345,2.4751830779438744
CZ,17.951177725597756,2.942010203550734
DE,68.98821642068557,18.260402904868723
DK,66.4828616071942,19.818918391160704
ES,79.44276585634522,23.144268349448836
IT,78.69013375267762,22.970527687764992
PL,69.94509731220386,8.85019854244875
SE,68.79651851356365,11.293348474930044
UK,103.83688065853637,11.205840516545312
NO,8.55421910715743,2.802894083586854
NL,73.57030540236599,21.763722152041584
