zone,mc_el_maximum_mean,mc_el_maximum_std
FR,71.35989735578319,82.70440568907433
AT,67.25632437825678,19.09850862234554
BE,63.720191811085016,33.73411631151518
CH,23.185584081402652,2.30280288114822
CZ,18.040140098163636,2.9379211207568177
DE,67.48801676373712,17.85507932335152
DK,65.12966360815467,20.23506293334473
ES,76.52266118664129,23.170716108992234
IT,77.09887850601409,24.60478953378422
PL,269.02534060164476,377.06392158350553
SE,65.42093925103387,14.364634989019606
UK,103.7023524918856,11.301331706153649
NO,8.605011460913735,2.603173099335129
NL,71.20445006984183,23.536096589851027
