zone,mc_el_maximum_mean,mc_el_maximum_std
FR,21.98469657606249,11.60132384149109
AT,22.797846889997242,2.75711817029079e-12
BE,19.17354035822922,7.320462854473311
CH,22.58418716453871,2.8221795047493834
CZ,17.87059520789146,3.1288605226308057
DE,41.0106433877469,18.46589471532451
DK,20.92425558534699,4.0752610843582495
ES,54.96700001619561,21.95398496941466
IT,72.65989004154169,28.884871920264594
PL,64.23098053100532,8.513414160840261
SE,18.40724527391302,0.6337189334413454
UK,87.86591882064702,23.018224144245718
NO,8.234699675316381,1.6415138086395078
NL,38.1968488090965,31.575619571405063
