from,to,constrained_maximum_mean
AT,CH,0.29531963470319633
AT,CZ,0.20205479452054795
AT,DE,0.08721461187214612
AT,IT,0.9689497716894977
BE,DE,0.6081050228310503
BE,FR,0.7405251141552511
BE,NL,0.7724885844748859
BE,UK,0.9963470319634703
CH,DE,0.5694063926940639
CH,FR,0.7616438356164383
CH,IT,0.9198630136986301
CZ,DE,0.14029680365296804
CZ,PL,0.9937214611872146
DE,DK,0.6948630136986301
DE,FR,0.872716894977169
DE,NL,0.9110730593607306
DE,NO,0.9746575342465753
DE,PL,0.9926940639269406
DE,SE,0.958904109589041
DK,NL,0.9763698630136987
DK,NO,0.8712328767123287
DK,SE,0.6689497716894978
ES,FR,0.8574200913242009
FR,IT,0.9297945205479452
FR,UK,0.9997716894977169
NL,NO,0.9340182648401827
NL,UK,0.9941780821917808
NO,SE,0.2897260273972603
PL,SE,0.9994292237442922
