zone,max_import_ntc,avg_import,max_export_ntc,avg_export,utilisation_in,utilisation_out
AT,7235.0,555.8320175841368,7505.0,-1548.0451980125715,0.07682543435855381,0.20626851405897023
BE,6700.0,3176.2633987371455,6200.0,-3393.0244706445305,0.4740691639906187,0.5472620113942791
CH,8960.0,3046.2798781676015,11340.0,-6822.036030105798,0.33998659354549127,0.6015904788453085
CZ,3200.0,239.8911933116871,3500.0,-1310.1347719854284,0.07496599790990222,0.3743242205672653
DE,26030.0,8874.955238725079,21765.0,-7336.328106610498,0.34095102722724085,0.3370699796283252
DK,6820.0,2997.7863578042707,7545.0,-3180.519789943278,0.43955811698009833,0.4215400649361535
ES,2800.0,2007.5931246493412,2600.0,-443.49195617995446,0.7169975445176219,0.1705738292999825
FR,12310.0,953.2619560650937,17450.0,-14433.192664208733,0.07743801430260713,0.8271170581208442
IT,9045.0,8516.970757716459,4455.0,-48.215999995151535,0.9416219743191221,0.010822895621807303
NL,9050.0,7687.400810589592,8050.0,-1031.506710253323,0.8494365536563085,0.1281374795345743
NO,7735.0,1765.5751630809098,7435.0,-3105.3446187718437,0.22825793963554103,0.4176657187319225
PL,1700.0,1692.046897370252,3900.0,-8.282785455363477,0.9953217043354424,0.0021237911424008917
SE,7350.0,652.6853957464814,7190.0,-3497.939780300193,0.08880073411516753,0.4865006648539907
UK,4000.0,3992.5732463700992,4000.0,-1.0525534514856738,0.9981433115925248,0.00026313836287141846
