from,to,constrained_maximum_mean
AT,CH,0.9194063926940639
AT,CZ,0.23093607305936073
AT,DE,0.021004566210045664
AT,IT,0.9504566210045662
BE,DE,0.9773972602739726
BE,FR,0.5735159817351598
BE,NL,0.8731735159817352
BE,UK,0.8
CH,DE,0.8910958904109589
CH,FR,0.9259132420091324
CH,IT,0.6480593607305936
CZ,DE,0.18664383561643835
CZ,PL,0.9740867579908675
DE,DK,0.26289954337899546
DE,FR,0.9568493150684931
DE,NL,0.8166666666666667
DE,NO,0.8579908675799087
DE,PL,0.9729452054794521
DE,SE,0.9873287671232877
DK,NL,0.6349315068493151
DK,NO,0.3658675799086758
DK,SE,0.906392694063927
ES,FR,0.9574200913242009
FR,IT,0.9124429223744293
FR,UK,0.9708904109589042
NL,NO,0.6335616438356164
NL,UK,0.9994292237442922
NO,SE,0.6794520547945205
PL,SE,0.9926940639269406
