from,to,constrained_maximum_mean
AT,CH,0.42876712328767125
AT,CZ,0.45536529680365295
AT,DE,0.14977168949771688
AT,IT,0.6180365296803653
BE,DE,0.7433789954337899
BE,FR,0.5300228310502283
BE,NL,0.4252283105022831
BE,UK,0.8982876712328767
CH,DE,0.48812785388127855
CH,FR,0.6601598173515981
CH,IT,0.5679223744292238
CZ,DE,0.16929223744292238
CZ,PL,0.8664383561643836
DE,DK,0.33470319634703194
DE,FR,0.6589041095890411
DE,NL,0.7194063926940639
DE,NO,0.8289954337899543
DE,PL,0.7916666666666666
DE,SE,0.7286529680365297
DK,NL,0.5855022831050228
DK,NO,0.5621004566210046
DK,SE,0.6587899543378996
ES,FR,0.8864155251141552
FR,IT,0.6756849315068493
FR,UK,0.9715753424657534
NL,NO,0.8372146118721461
NL,UK,0.9333333333333333
NO,SE,0.65
PL,SE,0.8506849315068493
