zone,max_import_ntc,avg_import,max_export_ntc,avg_export,utilisation_in,utilisation_out
AT,5788.0,227.711507024347,6004.0,-3889.4685023907596,0.03934200190469022,0.6478128751483611
BE,5360.0,1998.0013462426405,4960.0,-1242.286598398965,0.3727614451945225,0.2504610077417268
CH,7168.0,2123.1756820642718,9072.0,-2944.9033644157303,0.29620196457369863,0.3246145683879773
CZ,2560.0,1379.347522095477,2800.0,-411.35381232815246,0.5388076258185457,0.14691207583148302
DE,20824.0,7131.441049982284,17412.0,-6311.737953122423,0.3424625936411009,0.3624935649622343
DK,5456.0,1367.0366459798565,6036.0,-2653.8206863761898,0.25055657001097076,0.43966545499936877
ES,2240.0,0.7053955097374427,2080.0,-2003.0931660902045,0.0003149087097042155,0.9630255606202907
FR,9848.0,8361.974104187258,13960.0,-383.42645643481944,0.8491037879962692,0.027466078541176178
IT,7236.0,485.64805914493627,3564.0,-3026.3150613670105,0.0671155416175976,0.8491344167696437
NL,7240.0,1283.41096409287,6440.0,-4289.309105585228,0.17726670774763398,0.6660417865815572
NO,6188.0,1600.5093046104391,5948.0,-3389.000819000209,0.2586472696526243,0.5697714894082396
PL,1360.0,1029.8313204869994,3120.0,-1.1904264840182652,0.7572289121227936,0.0003815469500058542
SE,5880.0,4847.583533921013,5752.0,-469.2001757013637,0.8244189683539138,0.08157165780621761
UK,3200.0,994.1060555461048,3200.0,-1815.376363193161,0.31065814235815775,0.5673051134978628
