from,to,constrained_maximum_mean
AT,CH,0.3761415525114155
AT,CZ,0.3136986301369863
AT,DE,0.03333333333333333
AT,IT,0.9953196347031964
BE,DE,0.4480593607305936
BE,FR,0.8660958904109589
BE,NL,0.3236301369863014
BE,UK,0.9885844748858448
CH,DE,0.27579908675799086
CH,FR,0.8143835616438356
CH,IT,0.9922374429223745
CZ,DE,0.011872146118721462
CZ,PL,0.8041095890410959
DE,DK,0.3004566210045662
DE,FR,0.8238584474885845
DE,NL,0.7505707762557078
DE,NO,0.8216894977168949
DE,PL,0.8646118721461187
DE,SE,0.9050228310502283
DK,NL,0.8743150684931507
DK,NO,0.6382420091324201
DK,SE,0.4469178082191781
ES,FR,0.8628995433789954
FR,IT,0.9958904109589041
FR,UK,0.9986301369863013
NL,NO,0.8773972602739726
NL,UK,0.9759132420091324
NO,SE,0.23447488584474885
PL,SE,0.9731735159817352
