zone,max_import_ntc,avg_import,max_export_ntc,avg_export,utilisation_in,utilisation_out
AT,5788.0,629.0767281804615,6004.0,-1675.5991737609418,0.10868637321708043,0.27908047530995034
BE,5360.0,2733.4848511514606,4960.0,-1169.9371161768531,0.5099785170058695,0.23587441858404296
CH,7168.0,2011.6563056642274,9072.0,-3401.9614513878914,0.2806440158571746,0.37499575081436193
CZ,2560.0,1053.219755766042,2800.0,-410.35153469330044,0.41141396709611017,0.1465541195333216
DE,20824.0,4764.424770039529,17412.0,-6577.671516300217,0.22879488907220175,0.3777665699689994
DK,5456.0,1147.2576412029919,6036.0,-2575.048624453506,0.21027449435538706,0.42661508026068684
ES,2240.0,1328.9490664964758,2080.0,-683.6946659253985,0.5932808332573553,0.32869935861798005
FR,9848.0,2100.826931742528,13960.0,-7975.966169510248,0.2133252367732055,0.5713442814835421
IT,7236.0,4033.2996597769197,3564.0,-363.2734440181403,0.5573935405993532,0.10192857576266563
NL,7240.0,3095.4556435567,6440.0,-1810.0495947236795,0.42754912203821827,0.28106360166516764
NO,6188.0,1493.0990428046127,5948.0,-2832.8262471254106,0.24128943807443645,0.4762653408079036
PL,1360.0,296.4738592050051,3120.0,-1901.7354112113233,0.2179954847095626,0.6095305805164498
SE,5880.0,4079.6085663394924,5752.0,-324.30406328516784,0.6938109806699817,0.056381095842344894
UK,3200.0,3004.680815769777,3200.0,-69.09462512414558,0.9389627549280553,0.021592070351295494
