from,to,constrained_maximum_mean
AT,CH,0.2557077625570776
AT,CZ,0.28550228310502285
AT,DE,0.02363013698630137
AT,IT,0.603310502283105
BE,DE,0.625
BE,FR,0.27203196347031966
BE,NL,0.36575342465753424
BE,UK,0.8828767123287671
CH,DE,0.41598173515981735
CH,FR,0.48139269406392693
CH,IT,0.22420091324200914
CZ,DE,0.08253424657534246
CZ,PL,0.7924657534246575
DE,DK,0.2530821917808219
DE,FR,0.4478310502283105
DE,NL,0.4139269406392694
DE,NO,0.6784246575342465
DE,PL,0.6625570776255708
DE,SE,0.6755707762557077
DK,NL,0.24280821917808218
DK,NO,0.3852739726027397
DK,SE,0.3715753424657534
ES,FR,0.8307077625570777
FR,IT,0.5697488584474886
FR,UK,0.9399543378995434
NL,NO,0.5081050228310502
NL,UK,0.9111872146118721
NO,SE,0.44942922374429223
PL,SE,0.7505707762557078
