zone,mc_el_mean_mean,mc_el_mean_std
FR,32.74741483165627,25.016066932498784
AT,36.088832160993846,8.310630556267796
BE,25.530878814992228,9.22565028683851
CH,15.81854670307312,1.3110955966044198
CZ,11.866865315996366,1.445637785935774
DE,25.284782572258585,6.017814648136706
DK,33.84278388197753,7.75685938976349
ES,36.201507946058946,9.985769618100981
IT,63.952679866777025,25.33324879353897
PL,92.1246424450801,71.71656059409216
SE,22.771812256198352,3.611445462097735
UK,44.04658574121029,5.846410693846064
NO,7.840377311099875,0.7391160054838778
NL,46.51672098463825,12.119076472593575
