zone,mc_el_maximum_mean,mc_el_maximum_std
FR,19.541416117257008,7.901094642717064
AT,22.79784688999725,2.750014204925241e-12
BE,19.674507655986417,8.795109079142492
CH,22.5560086771507,2.7987236616089515
CZ,17.72095602842774,3.377205344169694
DE,40.16330780652261,18.382602469844223
DK,19.17972539565755,5.50821764463826
ES,55.15413943354843,22.036994575796566
IT,74.39485342048239,27.45444122880501
PL,64.79683624837712,8.155985864670631
SE,18.416827712035115,0.4990170257674364
UK,90.73156948429225,18.64973958787367
NO,8.124383456038315,1.334828314975951
NL,51.667107027256144,29.966622093951525
