from,to,constrained_maximum_mean
AT,CH,0.9182648401826484
AT,CZ,0.1562785388127854
AT,DE,0.007077625570776256
AT,IT,0.9496575342465754
BE,DE,0.976027397260274
BE,FR,0.6190639269406393
BE,NL,0.8730593607305936
BE,UK,0.7523972602739726
CH,DE,0.8871004566210046
CH,FR,0.9199771689497717
CH,IT,0.613013698630137
CZ,DE,0.11335616438356165
CZ,PL,0.9724885844748858
DE,DK,0.24440639269406392
DE,FR,0.9554794520547946
DE,NL,0.7502283105022831
DE,NO,0.691324200913242
DE,PL,0.9478310502283105
DE,SE,0.8990867579908676
DK,NL,0.529337899543379
DK,NO,0.28926940639269405
DK,SE,0.5958904109589042
ES,FR,0.9565068493150685
FR,IT,0.8992009132420091
FR,UK,0.9678082191780822
NL,NO,0.5876712328767123
NL,UK,0.9997716894977169
NO,SE,0.5514840182648402
PL,SE,0.9855022831050229
