zone,mc_el_maximum_mean,mc_el_maximum_std
FR,78.85444038244884,107.05243864445326
AT,67.00345490821762,19.33542798082064
BE,65.30281213387627,34.017012982918104
CH,23.1690846802773,2.300137657028695
CZ,17.90925826654962,3.1911550493310896
DE,66.9878741411572,18.75576421293608
DK,65.38531956922198,20.005434407121133
ES,76.94370856159088,23.25222302351412
IT,78.0733072420295,23.605012710320135
PL,317.0131065330595,406.8102944746323
SE,65.68446209177168,14.041472264599301
UK,104.57701386344884,10.448190529123004
NO,8.250457650177784,1.77859100783046
NL,74.93847785606366,20.27298143947832
