zone,mc_el_maximum_mean,mc_el_maximum_std
FR,58.38043420562053,24.114264460045995
AT,66.61336326733706,19.688912300602947
BE,54.19443743467467,34.22709459468451
CH,23.13137049730653,2.3591116937571637
CZ,18.006742037225337,2.895152305881782
DE,67.41449879089375,18.25757294782352
DK,65.02470113464433,20.098675101397948
ES,76.9473711440611,22.80835584638376
IT,73.66177686413545,27.73207894034096
PL,69.06607474352408,7.261644914511578
SE,68.19822584695338,11.528970745605832
UK,104.57355866260642,10.451828076763245
NO,8.538234864026364,2.3753949230712914
NL,70.14429092370472,22.681810385062935
